Name,Date,Plot_ID,Treatment,Treatment_area,Aux4,Aux5,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Row,Column,Label,Annotator,Date annotated
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,184,1772,Turf,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,457,1522,Jania,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,236,1535,Turf,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,358,1764,Turf,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,283,2307,Cldph,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,38,2054,SHAD,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,433,2008,Turf,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,220,2152,Cldph,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,532,58,SHAD,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,892,620,SP,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,514,824,Turf,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,613,1314,Jania,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,666,1144,Turf,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,497,1130,Turf,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,631,1203,Turf,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,685,1316,Turf,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,501,1028,Turf,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,624,1456,Jania,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,538,1575,Jania,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,780,1737,Jania,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,659,1833,Jania,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,739,1937,Turf,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,678,1584,Jania,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,559,2073,Turf,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,648,2351,TAG,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,671,2291,Turf,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,484,2428,TAG,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1073,350,Turf,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,992,183,Turf,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1131,177,Turf,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1442,353,Turf,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1049,205,Turf,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,991,237,Turf,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1210,516,Cldph,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1044,866,Turf,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1075,843,Turf,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1214,1156,Jania,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1049,1356,Jania,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1131,1178,Jania,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1177,1117,Jania,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1058,1423,Jania,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1300,1806,Turf,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1418,1662,Turf,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1010,2096,Jania,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1054,2307,LopVar,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1020,2395,TAG,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1183,2363,TAG,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1091,2161,LopVar,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1647,209,Turf,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1520,899,Cldph,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1806,937,Turf,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1870,713,Turf,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1808,745,Turf,Reidiga,2021-02-17 10:38:23+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1754,896,Turf,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1585,888,Cldph,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1696,546,Tun_col,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1702,694,Turf,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1701,1268,Turf,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1794,1303,Turf,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1508,1067,Cldph,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1571,1206,Turf,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1927,1026,Turf,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1600,1894,Turf,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1764,1661,Turf,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1786,1727,Turf,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1839,1877,Turf,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1866,1900,Turf,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1699,1788,Turf,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1465,1507,Turf,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1499,2410,TAG,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1778,2383,TAG,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1558,2202,Jania,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1744,2169,Turf,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1454,2275,Turf,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1657,2033,Turf,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1955,330,Turf,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,2111,190,Cldph,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,2089,899,Turf,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,2085,668,Turf,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1976,512,Padina,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,2138,1210,Turf,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1951,1482,Cldph,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,2062,1494,Turf,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,2388,1932,TAG,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,2315,1948,Turf,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,2110,2060,Turf,Reidiga,2021-02-17 10:38:22+00:00
20609A1.JPG,2020-06-17,09,A,Quad,,,,,,,Olympus TG-5,Rei Diga,,,,,,1945,2349,Turf,Reidiga,2021-02-17 10:38:22+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,395,477,Turf,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,136,334,Turf,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,470,795,bryozoan,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,120,974,Turf,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,279,598,Jania,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,384,941,bryozoan,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,472,813,bryozoan,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,189,1274,Tun_col,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,4,1929,TAG,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,425,1934,Turf,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,343,2018,Turf,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,340,1674,bryozoan,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,12,2266,Turf,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,668,350,Turf,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,686,448,Turf,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,761,893,Turf,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,844,992,bryozoan,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,584,1442,bryozoan,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,622,1247,bryozoan,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,851,1277,bryozoan,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,792,1060,bryozoan,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,858,1133,bryozoan,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,725,1443,bryozoan,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,709,1971,Turf,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,764,1870,Turf,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,867,1775,Turf,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,779,2128,Turf,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,701,2118,Turf,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,798,2297,Tun_sol,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,558,2338,Turf,Reidiga,2021-02-17 10:42:53+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,852,2158,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,803,2109,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1171,241,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1134,960,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1250,983,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1308,901,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1273,754,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1085,967,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1084,1249,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1146,1124,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1167,1409,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1424,1086,Cldph,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1214,1041,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1080,1921,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1239,1816,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1115,1664,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1299,2166,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1289,2567,TAG,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1295,2372,Cldph,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1844,433,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1545,148,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1909,332,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1471,412,Jania,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1593,999,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1757,803,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1480,697,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1506,922,Tun_col,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1863,529,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1681,745,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1866,1557,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1462,1650,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1796,1851,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1856,1976,Turf,Reidiga,2021-02-17 10:42:52+00:00
20609A2.JPG,2020-06-17,09,A,Buffer,,,,,,,Olympus TG-5,Rei Diga,,,,,,1675,1932,Turf,Reidiga,2021-02-17 10:42:52+00:00
