Name,Date,Plot_ID,Treatment,Treatment_area,Aux4,Aux5,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Row,Column,Label
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,832,1222,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,774,1326,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,857,1233,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,657,1832,Ellis
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,890,1888,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,589,1696,Ellis
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,669,1844,Ellis
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,853,2182,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,891,2110,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,675,2354,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,575,2022,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1337,306,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1326,366,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1072,161,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1060,421,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1166,58,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1086,453,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,980,790,Jania
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1241,958,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1211,900,Jania
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1432,708,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1206,825,Jania
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1086,1445,Ellis
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1028,1429,Ellis
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1255,1101,Ellis
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1011,1882,Ellis
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1123,1642,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1231,2052,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1331,2341,LopVar
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1205,2260,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1074,1957,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1796,395,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1727,290,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1485,326,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1539,115,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1600,926,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1690,699,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1696,1067,Ellis
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1742,1056,Jania
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1685,1283,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1888,1035,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1556,1047,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1514,1644,SHAD
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1522,1715,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1670,1755,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1880,1484,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1844,2228,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1459,2042,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1492,2317,SHAD
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,2118,125,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,2200,237,OTH-SINV
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,2352,441,TAG
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,1991,275,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,2131,233,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,2143,364,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,2040,686,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,2353,495,TAG
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,2271,804,Ellis
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,2162,911,Ellis
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,2033,1210,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,2002,1140,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,2301,1128,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,2312,1007,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,2385,1156,TAG
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,2043,1182,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,2140,1581,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,2340,1659,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,2336,1613,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,2371,1522,TAG
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,2113,1530,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,2016,2406,TAG
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,2077,2178,Turf
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,2146,2278,SHAD
201009A1.JPG,2020-10-27,09,A,Quad,,,,,,,Olympus TG-150,Rei Diga,,,,,,2079,2146,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,241,82,SHAD
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,18,478,TAG
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,275,207,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,368,95,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,161,34,SHAD
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,131,399,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,94,314,SHAD
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,285,242,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,428,71,SHAD
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,427,10,SHAD
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,293,547,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,295,771,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,146,908,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,312,784,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,185,874,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,100,750,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,234,492,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,365,890,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,128,1421,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,116,1275,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,127,1235,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,333,1083,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,238,1483,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,464,1662,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,404,1456,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,343,1617,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,454,2349,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,202,2039,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,82,2066,TAG
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,752,83,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,528,263,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,492,533,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,697,937,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,774,903,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,591,604,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,534,753,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,616,930,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,797,1200,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,546,1127,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,681,1501,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,523,1816,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,566,1479,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,726,1479,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,642,2219,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,576,2340,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,523,2076,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,602,1975,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,557,2208,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1345,116,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1310,97,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1022,166,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,964,435,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,987,615,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,977,727,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1250,786,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1174,855,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1355,762,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1364,1260,Jania
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1082,1281,Jania
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1084,1376,Jania
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,969,1172,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1214,1125,Jania
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1351,1871,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1212,1897,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,959,1716,Jania
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1366,2179,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1032,2047,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1446,452,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1818,227,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1746,177,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1466,503,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1426,614,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1550,1167,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1794,1382,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1561,1182,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1529,1316,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1566,1853,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1744,1890,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1868,1630,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1607,1534,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1662,1748,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1689,2056,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1609,2334,TAG
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1985,426,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,2265,171,TAG
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,2028,91,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1873,234,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1938,753,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1898,657,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,2161,992,Sediment
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1976,1011,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,2160,1376,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,2299,1481,TAG
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1973,1713,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,2068,1582,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,2124,1715,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,2290,1738,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,1967,2296,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,2302,2303,Turf
201009B1.JPG,2020-10-27,09,B,Quad,,,,,,,Olympus TG-151,Rei Diga,,,,,,2287,2361,TAG
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,329,364,Turf
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,279,30,TAG
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,96,55,Turf
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,263,315,Turf
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,373,242,Turf
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,388,567,SP
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,315,695,Jania
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,161,834,Turf
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,371,1239,Turf
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,432,980,Turf
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,11,1089,TAG
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,114,1469,Turf
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,336,1643,Turf
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,81,1491,Turf
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,150,1372,Ellis
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,397,1375,Turf
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,248,1408,Ellis
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,60,2040,Turf
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,569,264,Turf
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,649,226,Turf
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,503,301,SP
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,862,28,TAG
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,751,329,Turf
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,683,804,Turf
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,750,752,Turf
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,712,663,Turf
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,476,869,Turf
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,741,679,Turf
201009C1.JPG,2020-10-27,09,C,Quad,,,,,,,Olympus TG-152,Rei Diga,,,,,,465,691,Jania
